judul_film,genre,tahun_rilis,sutradara
I Wanna Kiss You Once,"
Comedy, Crime, Drama            ",2002,Garin Nugroho
5 Sehat 4 Sempurna,"
Comedy            ",2002,Richard Buntario
Tato,NA,2003,Hanny Saputra
Rumah Ketujuh,"
Comedy, Romance            ",2003,Rudy Soedjarwo
The Stringless Violin,"
Drama, Romance            ",2003,Sekar Ayu Asmara
Tusuk Jelangkung,"
Horror, Mystery            ",2003,Dimas Djayadiningrat
The Gathering!,"
Comedy, Drama            ",2003,Nia Di Nata
Singa Karawang Bekasi,"
Drama, War            ",2003,Nurul M. Berry
Biarkan Bintang Menari,"
Drama, Musical            ",2003,Indra Yudhistira
Cinta 24 Karat,"
Comedy            ",2003,Richard Buntario
Kiamat Sudah Dekat,"
Comedy, Drama            ",2003,Deddy Mizwar
Untukmu,"
Drama            ",2003,Asun Mawardi
30 Hari Mencari Cinta,"
Comedy, Drama, Romance            ",2004,Upi Avianto
Kejar Amerika,"
Adventure            ",2004,David Sungkar
Of Love and Eggs,"
Drama            ",2004,Garin Nugroho
Petualangan 100 Jam,"
Adventure, Drama            ",2004,Winaldha E. Melalatoa
Impian Kemarau,"
Drama            ",2004,Ravi L. Bharwani
Chasing the Sun,"
Drama            ",2004,Rudy Soedjarwo
Satu Kecupan,"
Comedy            ",2004,Findo Poernowo
Kanibal - Sumanto,"
Crime, Drama, Horror            ",2004,Christ Helweldery
Lovely Luna,"
Drama            ",2004,Lasja Fauzia
Bangsal 13,"
Horror            ",2004,Ody C. Harahap
Gerbang 13,"
Action            ",2004,Nanda J. Umbara
Tak Biasa,"
Comedy            ",2004,Jose Poernomo
Ketika,"
Comedy            ",2004,Deddy Mizwar
Banyu Biru,"
Drama            ",2005,Teddy Soeriaatmadja
Gie,"
Biography, Drama            ",2005,Riri Riza
About Someone,"
Drama            ",2005,Rudy Soedjarwo
Purple and Violet,"
Drama, Romance            ",2005,Rako Prijanto
Pontianak Harum Sundal Malam 2,"
Action, Drama, Horror            ",2005,Shuhaimi Baba
Dear Rena,"
Drama, Family            ",2005,Riri Riza
Belahan Jiwa,"
Thriller            ",2005,Sekar Ayu Asmara
Detik Terakhir,NA,2005,Nanang Istiabudi
What Love Means,"
Comedy, Romance            ",2005,Sunil Soraya
Issue,"
Thriller            ",2005,Gunawan Paggaru
Vina Bilang Cinta,"
Romance            ",2005,Indra Yudhistira
Catatan Akhir Sekolah,"
Comedy, Drama            ",2005,Hanung Bramantyo
Brownies,NA,2005,Hanung Bramantyo
Alexandria,"
Drama            ",2005,Ody C. Harahap
Missing,"
Horror            ",2005,Nayato Fio Nuala
Bad Wolves,"
Action            ",2005,Richard Buntario
Paikeda: Man in Stone,"
Biography, History            ",2005,Ineke de Vries
12:00 A.M.,"
Drama, Horror, Mystery            ",2005,Nayato Fio Nuala
Me vs. High Heels,NA,2005,Nayato Fio Nuala
Panggil Namaku 3×,"
Horror            ",2005,Nayato Fio Nuala
Virgin,"
Drama            ",2005,Hanny Saputra
Mirror,"
Horror, Thriller            ",2005,Hanny Saputra
Psikopat,"
Horror            ",2005,Rudy Aryanto
Maskot,"
Comedy, Drama            ",2006,Robin Moran
The Nine Dragons,"
Crime, Drama            ",2006,Rudy Soedjarwo
Garasi,"
Drama, Music, Romance            ",2006,Agung Sentausa
Love for Share,"
Comedy, Drama, Romance            ",2006,Nia Di Nata
Javanese Opera,"
Drama, Musical            ",2006,Garin Nugroho
Jatuh Cinta Lagi,"
Romance            ",2006,Rizal Mantovani
The Chanting,"
Horror            ",2006,Rizal Mantovani
Lentera Merah,"
Drama, Horror            ",2006,Hanung Bramantyo
Pesan dari Surga,"
Drama            ",2006,Sekar Ayu Asmara
"Realita, Cinta, dan Rock 'n Roll","
Drama, Romance            ",2006,Upi Avianto
Pohon Terkenal,"
Drama            ",2006,Annisa Meutia Amir
Dunia Mereka,NA,2006,Lasja Fauzia
"Denias, Singing on the Cloud","
Drama, Family            ",2006,John de Rantau
Jakarta Undercover,"
Thriller            ",2006,Lance Laggong
Koper,"
Drama            ",2006,Richard Oh
Ruang,NA,2006,Teddy Soeriaatmadja
D'Girlz Begins,NA,2006,Tengku Firmansyah
Ekspedisi Madewa,NA,2006,Franklin Darmadi
Jomblo,"
Comedy, Drama, Romance            ",2006,Hanung Bramantyo
Pocong 2,"
Horror, Mystery, Thriller            ",2006,Rudy Soedjarwo
Heart,"
Drama, Romance            ",2006,Hanny Saputra
Hantu Jeruk Purut,"
Horror            ",2006,Nayato Fio Nuala
Bangku Kosong,"
Horror            ",2006,Helfi C.H. Kardit
Gotcha,"
Horror            ",2006,Nayato Fio Nuala
Pocong,"
Drama, Horror, Thriller            ",2006,Rudy Soedjarwo
Ketika Tinta Bicara,"
Drama            ",2006,Yuda Kurniawan
Gue Kapok Jatuh Cinta,"
Comedy, Romance            ",2006,Thomas Nawilis
Betina,"
Drama            ",2006,Lola Amaria
Dead Time,"
Crime, Fantasy, Thriller            ",2007,Joko Anwar
Suster N,"
Horror            ",2007,Viva Westi
Three Days to Eternity,"
Comedy, Drama            ",2007,Riri Riza
Badai Pasti Berlalu,"
Drama            ",2007,Teddy Soeriaatmadja
Love Is Cinta,"
Drama, Fantasy, Romance            ",2007,Hanny Saputra
Mengejar Mas Mas,"
Comedy, Drama            ",2007,Rudy Soedjarwo
Naga Bonar Jadi 2,"
Comedy            ",2007,Deddy Mizwar
Angkerbatu,"
Horror            ",2007,Jose Poernomo
Thirteenth Floor,"
Horror            ",2007,Helfi C.H. Kardit
Selamanya,"
Drama, Romance            ",2007,Ody C. Harahap
Malam Jumat Kliwon,"
Horror            ",2007,Nayato Fio Nuala
Anak-anak Borobudur,"
Drama            ",2007,Arswendo Atmowiloto
Bukan Bintang Biasa,"
Drama, Music            ",2007,Lasja Fauzia
Roh,"
Horror            ",2007,Atok Suharto
Terowongan Casablanca,"
Horror            ",2007,Nanang Istiabudi
The Photograph,"
Drama            ",2007,Nan Triveni Achnas
Hantu,"
Horror            ",2007,Adrianto Sinaga
Lari dari Blora,"
Drama            ",2007,Akhlis Suryapati
Quickie Express,"
Comedy, Drama, Romance            ",2007,Dimas Djayadiningrat
Kangen,"
Drama, Romance            ",2007,Nayato Fio Nuala
Genderuwo,"
Horror            ",2007,K.K. Dheeraj
Lawang Sewu,"
Horror            ",2007,Arie Azis
Pocong 3,"
Horror            ",2007,Monty Tiwa
The Chanting 2,"
Horror            ",2007,Rizal Mantovani
Jelangkung 3,"
Horror            ",2007,Angga Dwimas Sasongko
Medley,"
Drama            ",2007,Franklin Darmadi
Get Married,"
Comedy, Romance            ",2007,Hanung Bramantyo
Legenda Sundel Bolong,"
Horror            ",2007,Hanung Bramantyo
Perempuan Punya Cerita,"
Drama            ",2007,Upi Avianto
Pulau Hantu,"
Horror            ",2007,Jose Poernomo
The Butterfly,"
Drama            ",2007,Nayato Fio Nuala
Tentang Cinta,"
Drama, Romance            ",2007,Soni Gaokasak
The Wall,"
Horror            ",2007,Kumar Pareek
Enam,"
Horror            ",2007,Stephen Odang
Film Horor,"
Comedy, Horror            ",2007,Toto Hoedi
Miracle: Menantang Maut,"
Horror, Thriller            ",2007,Helfi C.H. Kardit
Beranak dalam Kubur,"
Horror            ",2007,Freddy Lingga
The Secret: Suster Ngesot Urban Legend,"
Horror            ",2007,Arie Azis
Blind Pig Who Wants to Fly,"
Drama            ",2008,Edwin
40 Hari Bangkitnya Pocong,"
Horror            ",2008,Rudy Soedjarwo
Claudia/Jasmine,"
Comedy, Drama            ",2008,Awi Suryadi
"XL: Extra Large - Antara Aku, Kau, dan Mak Erot","
Drama            ",2008,Monty Tiwa
Hantu Ambulance,"
Horror            ",2008,Nayato Fio Nuala
Hantu Jembatan Ancol,"
Horror            ",2008,Arie Azis
In the Name of Love,"
Drama            ",2008,Rudy Soedjarwo
Kawin Kontrak,"
Comedy            ",2008,Ody C. Harahap
The Chanting 3,"
Horror            ",2008,Rizal Mantovani
Love,"
Drama, Romance            ",2008,Kabir Bhatia
"Mereka Bilang, Saya Monyet!","
Drama            ",2008,Djenar Maesa Ayu
Otomatis Romantis,"
Comedy            ",2008,Guntur Soeharjanto
Radit & Jani,"
Drama, Romance            ",2008,Upi Avianto
The Secret of Stars,"
Mystery, Thriller            ",2008,Yulianto Krisbiantoro
Susahnya Jadi Perawan,"
Comedy, Drama, Musical            ",2008,Mirwan Suwarso
Verses of Love,"
Drama, Romance            ",2008,Hanung Bramantyo
D.O. (Drop Out),"
Comedy, Drama, Romance            ",2008,Winaldha E. Melalatoa
From Bandung with Love,"
Drama, Romance            ",2008,Henry Adianto
Kesurupan,"
Horror, Thriller            ",2008,Rizal Mantovani
Namaku Dick,"
Comedy            ",2008,Teddy Soeriaatmadja
Kekasih,"
Drama            ",2008,Wisnu Adi
Kereta Hantu Manggarai,"
Horror            ",2008,Nayato Fio Nuala
Kun fayakuun,"
Drama            ",2008,Guntur Novaris
Planet Mars,"
Comedy, Drama, Romance            ",2008,Reka Wijaya
Tali Pocong Perawan,"
Horror            ",2008,Arie Azis
"Ada Kamu, Aku Ada","
Drama            ",2008,Rizal Mantovani
Summer Breeze,"
Romance            ",2008,Allan Lunardi
Coblos Cinta,"
Comedy            ",2008,Findo Purwono
Lost in Love,"
Drama, Romance            ",2008,Rachmania Arunita
May,"
Drama            ",2008,Viva Westi
The Shaman,"
Horror            ",2008,Raditya Sidharta
The Tarix Jabrix,"
Comedy            ",2008,Iqbal Rais
My Love is Forever,"
Comedy            ",2008,Thomas Nawilis
Fiksi.,"
Thriller            ",2008,Mouly Surya
Karma,"
Thriller            ",2008,Allan Lunardi
Best Friend?,NA,2008,Fajar Bustomi
Sumpah Pocong di Sekolah,"
Drama, Horror, Mystery            ",2008,Awi Suryadi
Mengaku Rasul,"
Drama            ",2008,Helfi C.H. Kardit
Pulau Hantu 2,"
Horror            ",2008,Jose Poernomo
Tri Mas Getir,"
Comedy            ",2008,Rako Prijanto
Hantu Perawan Jeruk Purut,"
Horror            ",2008,Nayato Fio Nuala
Oh Baby,"
Drama            ",2008,Cassandra Massardi
Ikhsan: Mama I Love You,"
Drama            ",2008,Rico M. Bradley
Tiren: Mati Kemaren,"
Horror            ",2008,Emil G. Hampp
Under the Tree,"
Drama            ",2008,Garin Nugroho
Asoy Geboy,"
Comedy            ",2008,Arie Azis
Basahhh...,"
Comedy            ",2008,M. Haikal
Hantu Aborsi,"
Horror            ",2008,Toto Hoedi
Kick 'n Love,"
Drama            ",2008,Dennis Adhiswara
Setannya Kok Beneran?,"
Comedy            ",2008,Muchyar Syamas
Syahadat Cinta,"
Drama            ",2008,Gunawan Paggaru
Tulalit,"
Comedy            ",2008,Saptadji
"Oh, My God!","
Comedy, Drama            ",2008,Rako Prijanto
Puber,"
Drama            ",2008,Gerhard S. Mali
Sarang Kuntilanak,"
Horror            ",2008,Nayato Fio Nuala
Sebelah mata,"
Drama, Sport            ",2008,Rudy Soedjarwo
Anda Puas Saya Loyo,"
Comedy            ",2008,K.K. Dheeraj
Barbi3,NA,2008,Monty Tiwa
Meet Me in Venice,"
Drama            ",2008,Rocky Soraya
Cinlok,"
Comedy            ",2008,Guntur Soeharjanto
Kita punya bendera,"
Family            ",2008,Steven Purba
Laskar Pelangi,"
Adventure, Drama, Family            ",2008,Riri Riza
Liar,NA,2008,Rudy Soedjarwo
Liburan seruuu...!!,NA,2008,Sofyan D. Surza
Suami-Suami Takut Istri: The Movie,"
Comedy            ",2008,Sofyan D. Surza
Tapi bukan aku,"
Drama            ",2008,Irwan Siregar
Doa yang Mengancam,"
Drama            ",2008,Hanung Bramantyo
Cinta Setaman,"
Drama            ",2008,Harry Suharyadi
Gara-Gara Bola,"
Comedy, Sport            ",2008,Agasyah Karim
Ku Tunggu Jandamu,"
Comedy            ",2008,Findo Purwono
Musik Hati,NA,2008,Angga Dwimas Sasongko
Skandal Cinta Babi Ngepet,"
Romance, Thriller            ",2008,K.K. Dheeraj
Takut: Faces of Fear,"
Horror            ",2008,Robby Ertanto
Kawin Kontrak Lagi,"
Comedy            ",2008,Ody C. Harahap
Mupeng,"
Comedy            ",2008,Awi Suryadi
Kado Hari Jadi,"
Thriller            ",2008,Paul Agusta
Anak ajaib,"
Comedy            ",2008,Tjandra Warasto
Kalau Cinta Jangan Cengeng,"
Drama            ",2008,Monty Tiwa
MBA: Married by Accident,"
Comedy, Drama, Romance            ",2008,Winaldha E. Melalatoa
Merem Melek,"
Comedy, Drama, Romance            ",2008,Nayato Fio Nuala
Saus Kacang,"
Drama            ",2008,Indrayanto Kurniawan
Tarzan ke Kota,"
Comedy            ",2008,Reka Wijaya
Mas Suka Masukin Aja,"
Comedy            ",2008,Rully Manna
Pencarian Terakhir,"
Adventure, Drama, Mystery            ",2008,Affandi Abdul Rachman
Pocong vs. Kuntilanak,"
Horror            ",2008,David Purnomo
Si Jago Merah,"
Comedy, Drama            ",2008,Iqbal Rais
3 Doa 3 Cinta,"
Drama            ",2008,Nurman Hakim
Bukan Cowok Idola,"
Drama            ",2008,Iqbal Rais
Pintu Terlarang,"
Horror, Mystery, Thriller            ",2009,Joko Anwar
Kawin Laris,"
Comedy            ",2009,Cassandra Massardi
Woman with a Turban,"
Drama            ",2009,Hanung Bramantyo
Setan Budeg,"
Comedy, Horror            ",2009,Findo Purwono
Merantau,"
Action, Drama            ",2009,Gareth Evans
Asmara Dua Diana,"
Comedy, Drama            ",2009,Awi Suryadi
Glitch: Tersesat dalam Waktu,"
Sci-Fi, Thriller            ",2009,David Purnomo
Hantu Jamu Gendong,"
Horror, Mystery, Thriller            ",2009,Nayato Fio Nuala
Kuntilanak Beranak,"
Horror            ",2009,Nayato Fio Nuala
Mati Suri,"
Horror            ",2009,Rizal Mantovani
Sepuluh,"
Drama            ",2009,Henry Riady
Jagad X Code,NA,2009,Herwin Novianto
Hantu Biang Kerok,"
Comedy, Drama, Horror            ",2009,We We
Kambing Jantan,"
Comedy, Drama, Romance            ",2009,Rudy Soedjarwo
Kirun + Adul,"
Comedy            ",2009,Jose Poernomo
The Ghost of Mortuary,"
Horror, Mystery, Thriller            ",2009,Nayato Fio Nuala
Sumpah (Ini) Pocong!,"
Comedy, Horror            ",2009,Helfi C.H. Kardit
Pijat Atas Tekan Bawah,"
Comedy            ",2009,K.K. Dheeraj
SMS: Suka Ma Suka,"
Comedy, Drama            ",2009,Encep Masduki
Wakil Rakyat,"
Comedy            ",2009,Monty Tiwa
The Real Pocong,"
Horror            ",2009,Hanny Saputra
Terowongan Rumah Sakit,"
Horror            ",2009,Helfi C.H. Kardit
Benci Disko,"
Comedy            ",2009,Rako Prijanto
The Ghost Train of Manggarai,"
Horror            ",2009,Nanang Istiabudi
Anak Setan,"
Horror            ",2009,Allo Geaffary
Bukan Cinta Biasa,"
Comedy, Romance            ",2009,Benni Setiawan
Darah Janda Kolong Wewe,"
Horror            ",2009,Mamahit Luigi Donie
Jamila and the President,"
Drama            ",2009,Ratna Sarumpaet
Pocong Setan Jompo,"
Horror            ",2009,Findo Purwono
Romeo Juliet,"
Drama            ",2009,Andibachtiar Yusuf
Susuk Pocong,"
Horror            ",2009,Findo Purwono
Satu Rumpun?,"
Comedy            ",2009,Arci Fadillah
Red and White,"
Action, Drama, War            ",2009,Yadi Sugandi
Capres: Calo Presiden,"
Comedy, Drama            ",2009,Toto Hoedi
Garuda di Dadaku,"
Drama, Sport            ",2009,Ifa Isfansyah
Janda Kembang,"
Comedy            ",2009,Lakonde
When Love Hymn,"
Drama, Romance            ",2009,Chaerul Umam
Pocong Kamar Sebelah,"
Horror            ",2009,Nayato Fio Nuala
Queen Bee,"
Drama            ",2009,Fajar Nugros
Rasa,"
Action, Crime, Drama            ",2009,Charles Gozali
Virgin 2: Bukan Film Porno,"
Drama            ",2009,Nayato Fio Nuala
Macabre,"
Drama, Horror, Thriller            ",2009,Kimo Stamboel
Chased by Satan,"
Horror            ",2009,Harry Suharyadi
Hantu Rumah Ampera,"
Horror            ",2009,Rudy Soedjarwo
King,"
Drama, Family, Sport            ",2009,Ari Sihasale
Paku Kuntilanak,"
Horror            ",2009,Findo Purwono
Punk in Love,"
Adventure, Comedy, Romance            ",2009,Ody C. Harahap
The Tarix Jabrix 2,"
Comedy            ",2009,Iqbal Rais
Krazy Crazy Krezy...,"
Comedy            ",2009,Rako Prijanto
Kutukan Suster Ngesot,"
Horror            ",2009,David Purnomo
Mau Dong... Ah,"
Comedy            ",2009,Christian Pauli
Preman in Love,"
Comedy            ",2009,Rako Prijanto
The Maling Kuburans,"
Comedy            ",2009,Dwi Ilalang
Darah Perawan Bulan Madu,"
Horror, Romance            ",2009,Hartawan Triguna
Identitas,"
Drama            ",2009,Aria Kusumadewa
Kata Maaf Terakhir,"
Drama            ",2009,Maruli Ara
Keramat,"
Horror            ",2009,Monty Tiwa
Cin(T)a,"
Drama, Romance            ",2009,Sammaria Simanjuntak
When Love Hymn 2,"
Drama, Romance            ",2009,Chaerul Umam
Maling Kutang,"
Comedy            ",2009,Rako Prijanto
Pocong Jalan Blora,"
Horror            ",2009,Nayato Fio Nuala
The Police,"
Action, Comedy            ",2009,A. Leung Wong
Kembang perawan,"
Comedy            ",2009,Joko Nugroho
Get Married 2,"
Comedy            ",2009,Hanung Bramantyo
Nazar,"
Comedy            ",2009,Sofyan D. Surza
Perjaka Terakhir,"
Drama            ",2009,Arie Azis
Putih Abu-Abu dan Sepatu Kets,"
Drama            ",2009,Nayato Fio Nuala
Selendang Rocker,"
Comedy, Music            ",2009,Awi Suryadi
Serigala Terakhir,"
Action, Crime, Drama            ",2009,Upi Avianto
Ai Lop Yu Pul,"
Comedy, Drama            ",2009,Winaldha E. Melalatoa
Air Terjun Pengantin,"
Horror            ",2009,Rizal Mantovani
Emak Ingin Naik Haji,"
Drama            ",2009,Aditya Gumay
Heart-Break.com,"
Comedy, Romance            ",2009,Affandi Abdul Rachman
Jeritan Kuntilanak,"
Horror            ",2009,Nayato Fio Nuala
Ruma Maida,"
Drama            ",2009,Teddy Soeriaatmadja
Hantu Binal Jembatan Semanggi,"
Horror            ",2009,Gunung Nusa Pelita
Bukan Malin Kundang,"
Comedy            ",2009,Iqbal Rais
Mata pena mata hati Raja Ali Haji,NA,2009,Gunawan Paggaru
The Dreamer,"
Adventure, Drama            ",2009,Riri Riza
XXL: Double Extra Large,"
Comedy            ",2009,Ivander Tedjasukmana
Suster Keramas,"
Comedy, Horror            ",2009,Helfi C.H. Kardit
Di Atas Kanvas Cinta,"
Drama            ",2009,Damien Dematra
Perampok ulung,"
Drama            ",2009,Marjito Iskandar Tri Gunawan
Dikejar Setan:Chased by Satan,"
Horror, Thriller            ",2009,Harry Suharyadi
Days for Amanda,"
Drama, Romance            ",2010,Angga Dwimas Sasongko
Di Dasar Segalanya,"
Drama            ",2010,Paul Agusta
18+: True Love Never Dies,"
Drama            ",2010,Nayato Fio Nuala
Hantu Puncak Datang Bulan,"
Comedy, Horror            ",2010,Steady Rimba
Jinx,"
Comedy            ",2010,Muhammad Yusuf
Arisan Brondong,"
Comedy            ",2010,Helfi C.H. Kardit
Bidadari Jakarta,"
Drama            ",2010,Nanang Istiabudi
Jejak Darah,"
Horror            ",2010,Nur Hidayat
Love in Perth,"
Drama, Romance            ",2010,Findo Purwono
Ngebut Kawin,"
Comedy            ",2010,Guntur Soeharjanto
Red and White II: Blood of Eagles,"
Action, Drama, War            ",2010,Conor Allyn
Affair,"
Horror            ",2010,Nayato Fio Nuala
Bahwa cinta itu ada,"
Drama            ",2010,Sujiwo Tejo
Belum Cukup Umur,"
Drama            ",2010,Nayato Fio Nuala
Di bawah langit,"
Drama            ",2010,Opick
Raped by Saitan (Diperkosa Setan),"
Horror            ",2010,Petruska Karangan
Bebek Belur,"
Comedy            ",2010,Adrianto Sinaga
Cinta 2 Hati,"
Drama            ",2010,Benni Setiawan
Dendam Pocong Mupeng,"
Horror            ",2010,Steady Rimba
Kain Kafan Perawan,"
Horror            ",2010,Nayato Fio Nuala
Love and Edelweiss,"
Drama            ",2010,Anto Tanjung
Pemburu Hantu: The Movie,"
Horror            ",2010,Alamsyah
SKJ: Seleb Kota Jogja,"
Comedy            ",2010,Lakonde
Sst... Jadikan Aku Simpanan,"
Drama            ",2010,Hanny Saputra
Te[rekam],"
Horror            ",2010,Nayato Fio Nuala
The God Babe,"
Comedy            ",2010,Arie Azis
The Sexy City,"
Drama            ",2010,Helfi C.H. Kardit
Tiran: Mati di Ranjang,"
Horror            ",2010,Arie Azis
Toilet 105,"
Horror            ",2010,Hartawan Triguna
Menculik Miyabi,"
Action, Comedy, Romance            ",2010,Findo Purwono
Taring,"
Horror            ",2010,Rizal Mantovani
Akibat Pergaulan Bebas,"
Drama            ",2010,Nayato Fio Nuala
Alangkah Lucunya (Negeri Ini),"
Comedy            ",2010,Deddy Mizwar
Demi Dewi,"
Drama            ",2010,Charles Gozali
Menebus Impian,"
Drama            ",2010,Hanung Bramantyo
Ratu KostMopolitan,"
Comedy            ",2010,Ody C. Harahap
Roman Picisan,"
Drama, Romance            ",2010,Rako Prijanto
Tanah Air Beta,"
Drama            ",2010,Ari Sihasale
Sunday Morning in Victoria Park,"
Drama            ",2010,Lola Amaria
Obama Anak Menteng,"
Drama            ",2010,John de Rantau
"3 Hati, Dua Dunia, Satu Cinta","
Comedy, Romance            ",2010,Benni Setiawan
Not for Sale,"
Drama            ",2010,Nayato Fio Nuala
Pocong Keliling,"
Comedy, Horror            ",2010,Viva Westi
Red CobeX,"
Comedy            ",2010,Upi Avianto
Istri Bo'ongan,"
Drama            ",2010,Arie Azis
Laskar cilik,"
Drama, Musical            ",2010,Subakti Is
Melodi,"
Drama, Musical            ",2010,Harry Suharyadi
Rayuan Arwah Penasaran,"
Horror            ",2010,Ferry Ipey Assad
Sehidup (Tak) Semati,"
Drama            ",2010,Iqbal Rais
D'Love,"
Drama            ",2010,Helfi C.H. Kardit
I Know What You Did on Facebook,"
Comedy, Drama, Romance            ",2010,Awi Suryadi
Nakalnya Anak Muda,"
Horror, Thriller            ",2010,Nayato Fio Nuala
Pengantin Topeng,"
Drama, Horror, Thriller            ",2010,Awi Suryadi
Dawai 2 Asmara,"
Comedy, Drama, Musical            ",2010,Asep Kusdinar
Selimut Berdarah,"
Thriller            ",2010,Ferry Ipey Assad
Time,"
Horror            ",2010,Toto Hoedi
Laskar Pemimpi,"
Comedy, Musical, War            ",2010,Monty Tiwa
"Lihat Boleh, Pegang Jangan","
Comedy            ",2010,Findo Purwono
Pengantin Pantai Biru,"
Horror            ",2010,Nayato Fio Nuala
Perjaka Terakhir 2,"
Comedy            ",2010,Jacky
Pocong Jumat Kliwon,"
Comedy, Horror            ",2010,Nayato Fio Nuala
Rintihan Kuntilanak Perawan,"
Horror            ",2010,Yoyok Subagyo
Sang Pencerah,"
Biography, Drama, History            ",2010,Hanung Bramantyo
Satu Jam Saja,"
Drama            ",2010,Ario Rubbik
Sweetheart,"
Drama            ",2010,Hanny Saputra
Madame X,"
Action, Comedy            ",2010,Lucky Kuswandi
Aku atau Dia?,"
Comedy, Romance            ",2010,Affandi Abdul Rachman
Gaby dan Lagunya,"
Drama            ",2010,Nayato Fio Nuala
Heart 2 Heart,"
Drama            ",2010,Nayato Fio Nuala
Mafia Insyaf,"
Action            ",2010,Otoy Witoyo
Rokkap,"
Drama            ",2010,Hendra Arifin Hutapea
Senggol Bacok,"
Comedy            ",2010,Iqbal Rais
Horror in Facebook,"
Horror            ",2010,Helfi C.H. Kardit
Hantu Tanah Kusir,"
Horror            ",2010,Findo Purwono
London Virginia,"
Comedy, Drama            ",2010,Cheverly Amalia
Pengakuan Seorang Pelacur,"
Drama            ",2010,Andrew Timothy
Pengantin Sunat,"
Comedy            ",2010,Rako Prijanto
Susah Jaga Keperawanan di Jakarta,"
Comedy            ",2010,Joko Nugroho
3 Pejantan Tanggung,"
Comedy, Drama            ",2010,Iqbal Rais
"Cin... Tetangga Gue, Kuntilanak!","
Comedy, Horror            ",2010,Yan Senjaya
In the Niche of Love,"
Drama, Romance            ",2010,Habiburrahman El Shirazy
Kabayan Jadi Milyuner,"
Comedy, Drama            ",2010,Guntur Soeharjanto
Pocong Rumah Angker,"
Horror            ",2010,Nayato Fio Nuala
Jakarta Twilight,"
Drama            ",2010,Salman Aristo
Pliss Deh Jangan Lebay,"
Romance            ",2010,Thaleb Wirachman
"7 Hati, 7 Cinta, 7 Wanita","
Drama            ",2010,Robby Ertanto
Sarinah,"
Drama, Family, History            ",2011,Karr Kwee
Anakluh,"
Drama            ",2011,Edward Sirait
Baik-Baik Sayang,"
Drama            ",2011,Somad Sutedja
Khalifah,"
Drama            ",2011,Nurman Hakim
Cewek Gokil,"
Comedy, Drama            ",2011,Rizal Mantovani
Pelukan Janda Hantu Gerondong,"
Horror            ",2011,Helfi C.H. Kardit
Love Story,"
Drama, Romance            ",2011,Hanny Saputra
Arwah Goyang Karawang,"
Comedy, Horror            ",2011,Helfi C.H. Kardit
Jenglot Pantai Selatan,"
Horror, Thriller            ",2011,Rizal Mantovani
Rindu purnama,"
Drama            ",2011,Mathias Muchus
Badai di Ujung Negeri,"
Adventure            ",2011,Agung Sentausa
The Raid: Redemption,"
Action, Thriller            ",2011,Gareth Evans
Belkibolang,"
Drama            ",2011,Edwin
Cewek Saweran,"
Drama            ",2011,Eddie Cahyono
Dedemit Gunung Kidul,"
Horror            ",2011,Yoyok Subagyo
Lost in Papua,"
Adventure, Drama, Thriller            ",2011,Irham Acho Bahtiar
Misteri Hantu Selular,"
Horror            ",2011,Indra Tirtana
Oh Tidak..!,"
Comedy, Drama            ",2011,Ardy Octaviand
Pocong Ngesot,"
Comedy, Horror            ",2011,Nayato Fio Nuala
The House Without a Window,"
Drama, Family, Fantasy            ",2011,Aditya Gumay
Skandal,"
Drama, Thriller            ",2011,Jose Poernomo
Tebus,"
Crime, Horror, Thriller            ",2011,Muhammad Yusuf
Virgin 3: Satu Malam Mengubah Segalanya,"
Drama            ",2011,Nayato Fio Nuala
The Mirror Never Lies,"
Drama            ",2011,Kamila Andini
Red and White III: Hearts of Freedom,"
Action, Drama, War            ",2011,Conor Allyn
13 Cara Memanggil Setan,"
Horror            ",2011,A. Liong Wong
Question Mark,"
Drama            ",2011,Hanung Bramantyo
Kuntilanak Kesurupan,"
Comedy, Horror            ",2011,Nayato Fio Nuala
Ghost Shower Rocking Hips,"
Comedy, Horror            ",2011,Yoyok Subagyo
Si Anak Kampoeng,"
Drama            ",2011,Damien Dematra
Suster Keramas 2,"
Comedy, Horror            ",2011,Findo Purwono
Si Anak Kampoeng (the Village Boy),"
Drama            ",2011,Damien Dematra
L4 Lupus,"
Drama            ",2011,Damien Dematra
Lima Elang,"
Family            ",2011,Rudy Soedjarwo
Garuda di Dadaku 2,"
Drama, Sport            ",2011,Rudy Soedjarwo
The Dancer,"
Drama, Romance            ",2011,Ifa Isfansyah
"Mama, Aku Harus Pergi","
Drama            ",2011,Natasha Dematra
Catatan (Harian) Si Boy,"
Action, Drama, Romance            ",2011,Putrama Tuta
Akibat Pergaulan Bebas 2,"
Drama            ",2011,Findo Purwono
Batas,"
Drama            ",2011,Rudy Soedjarwo
Cowok Bikin Pusing,"
Drama            ",2011,Winalda E.
Under the Protection of Ka'bah,"
Drama, Romance            ",2011,Hanny Saputra
Pupus,"
Drama, Romance            ",2011,Rizal Mantovani
Purple Love,"
Drama, Romance            ",2011,Guntur Soeharjanto
Ada Apa dengan Pocong?,"
Comedy, Horror            ",2011,Nayato Fio Nuala
Kentut,"
Comedy, Drama            ",2011,Aria Kusumadewa
Milli & Nathan,"
Drama, Romance            ",2011,Hanny Saputra
Pelet Kuntilanak,"
Horror            ",2011,Nayato Fio Nuala
The Beetle Soldiers,"
Drama            ",2011,Ari Sihasale
